cpu_percent,memory_percent,disk_percent,db_connections,db_pool_usage,api_latency_ms,error_rate,request_rate,queue_depth,network_latency_ms,traffic_growth_percent,failure_type,failure_in_next_window
56.65,56.79,81.49,60.1,26.74,143.86,1.25,762.7,31.16,52.0,2.31,none,0
87.25,94.63,39.5,68.21,52.19,656.62,2.66,889.2,150.6,42.81,8.63,memory_exhaustion,1
32.77,52.78,70.88,35.92,61.48,120.94,1.85,1081.19,4.82,42.36,-0.25,none,0
42.99,48.31,52.42,33.93,61.16,10.0,1.92,1135.61,8.32,38.69,5.45,none,0
42.75,32.35,93.35,55.13,47.73,567.67,5.59,1021.22,24.91,39.87,3.25,disk_exhaustion,1
31.46,56.32,69.54,42.62,54.16,844.84,7.17,892.89,143.14,393.79,-12.04,network_degradation,1
75.54,46.53,40.17,39.9,48.58,174.96,1.24,1240.78,26.88,35.39,-4.99,none,0
36.71,68.56,40.47,34.32,47.49,532.79,8.95,527.72,174.98,483.94,9.43,network_degradation,1
21.93,53.93,31.34,63.89,78.84,161.69,0.72,957.66,33.82,49.3,-4.99,none,0
59.31,55.54,45.54,71.8,38.78,996.79,7.13,1843.94,147.03,48.86,47.79,api_availability_degradation,1
61.23,71.27,74.65,63.84,51.02,1234.63,9.95,1420.23,146.56,65.81,16.85,api_availability_degradation,1
49.35,68.47,59.38,33.43,40.65,781.92,11.37,815.71,110.32,412.61,9.76,network_degradation,1
56.74,34.09,50.75,18.63,48.31,113.79,1.66,817.6,50.73,35.26,2.02,none,0
46.95,53.21,42.64,41.9,51.37,222.15,2.25,1103.11,48.91,21.03,18.53,none,0
100.0,71.55,67.8,38.75,46.34,607.65,3.45,1395.53,167.84,51.99,19.5,cpu_saturation,1
43.68,55.13,59.06,93.76,90.75,1132.27,8.7,126.76,117.9,49.94,17.38,database_connection_exhaustion,1
49.06,52.25,46.72,41.74,55.13,149.36,1.57,786.08,44.19,47.74,-7.59,none,0
42.58,71.43,45.09,36.45,31.53,636.7,8.61,1164.36,140.44,359.75,-2.83,network_degradation,1
94.15,57.82,48.04,22.66,22.64,326.53,7.73,2337.26,121.82,44.23,40.51,cpu_saturation,1
14.49,29.91,93.03,32.95,25.89,602.93,3.43,631.86,35.72,54.4,-7.22,disk_exhaustion,1
48.24,40.57,54.59,10.61,31.47,256.56,1.86,1264.49,16.01,23.19,-4.72,none,0
68.17,56.98,53.14,51.51,70.78,100.74,2.94,1127.58,53.83,45.37,21.32,none,0
58.27,56.18,60.29,29.95,39.04,196.27,0.97,1072.26,36.22,7.55,-11.3,none,0
61.1,52.96,51.72,39.09,35.63,117.9,1.23,1404.12,23.44,40.6,-13.37,none,0
39.27,50.48,51.14,17.38,48.38,1420.56,11.2,1380.55,134.33,35.71,32.87,api_availability_degradation,1
31.85,41.84,35.89,57.54,36.14,132.53,2.4,819.78,34.53,61.08,-10.15,none,0
57.35,47.29,36.59,42.57,63.83,106.66,1.87,837.21,50.14,38.08,-7.46,none,0
28.41,47.94,61.78,44.61,52.88,230.39,1.06,992.26,32.81,48.29,13.73,none,0
73.01,87.58,54.71,68.51,44.69,500.16,6.58,526.36,82.55,31.13,-19.56,memory_exhaustion,1
35.81,43.62,100.0,67.43,60.19,677.17,4.9,784.02,45.0,54.39,-16.62,disk_exhaustion,1
45.49,45.2,54.84,98.64,93.56,669.97,6.02,1096.1,134.2,53.91,4.46,database_connection_exhaustion,1
34.79,48.9,60.15,44.64,20.04,148.01,1.35,807.49,32.83,35.97,-1.09,none,0
31.03,51.46,42.67,35.5,35.44,59.06,0.95,927.1,26.9,58.98,7.48,none,0
49.43,50.3,61.23,33.77,41.72,98.75,1.42,875.28,45.63,42.43,22.46,none,0
70.28,68.43,47.48,61.62,56.17,863.93,11.28,1349.02,78.04,40.76,37.71,api_availability_degradation,1
100.0,76.62,42.55,58.36,25.15,639.58,5.38,1856.83,159.22,54.07,48.04,cpu_saturation,1
30.02,57.9,46.4,17.47,14.71,87.64,0.77,615.5,33.58,26.46,15.85,none,0
58.61,60.64,85.03,44.73,48.53,174.27,2.39,769.01,37.38,24.72,23.7,none,0
48.33,40.29,43.47,40.38,61.56,247.1,0.92,1093.15,0.0,68.08,-5.43,none,0
68.46,34.7,48.27,59.0,32.17,504.97,7.23,1110.75,166.89,599.0,-16.3,network_degradation,1
93.46,65.54,60.61,47.27,89.55,552.34,4.28,1621.94,155.88,53.78,33.72,cpu_saturation,1
39.09,44.45,60.81,51.99,31.65,50.01,1.73,873.69,35.99,49.34,14.03,none,0
30.75,68.84,43.68,22.79,31.49,52.41,1.97,1281.15,20.24,51.44,8.38,none,0
19.28,54.7,70.62,35.32,64.43,188.88,3.15,914.55,43.13,53.37,-1.08,none,0
35.43,62.44,66.96,52.89,54.26,180.45,1.06,1210.29,18.0,36.9,1.42,none,0
67.07,89.71,57.31,42.89,27.94,865.36,2.78,1118.75,116.95,29.33,-3.01,memory_exhaustion,1
72.35,92.13,69.51,32.13,49.07,633.82,6.21,949.27,90.16,57.38,0.33,memory_exhaustion,1
74.95,58.51,67.59,55.79,76.64,191.46,2.95,1191.17,26.85,16.87,11.81,none,0
46.97,50.18,54.38,58.61,28.84,197.66,0.59,1246.76,33.26,50.31,24.7,none,0
19.61,56.08,45.33,62.23,32.36,887.83,8.04,836.05,82.12,559.12,6.4,network_degradation,1
88.58,54.01,49.16,37.4,64.39,527.05,10.15,1897.79,163.59,74.7,18.49,cpu_saturation,1
50.04,54.21,72.6,85.88,90.83,996.08,5.47,910.27,165.86,36.65,4.91,database_connection_exhaustion,1
0.0,33.52,53.0,55.82,39.21,694.86,10.13,1256.01,132.37,378.92,0.92,network_degradation,1
67.16,76.67,60.96,40.41,23.14,84.93,0.0,995.65,53.97,25.27,12.14,none,0
26.94,61.43,54.95,72.55,40.42,466.4,4.59,1073.84,106.9,459.06,8.68,network_degradation,1
52.37,56.13,59.13,47.17,27.11,82.01,2.43,1000.16,38.74,35.12,4.87,none,0
84.84,96.68,45.92,15.58,52.54,513.89,7.56,778.2,127.06,65.56,0.4,memory_exhaustion,1
50.82,22.34,67.26,51.74,64.3,199.96,1.93,670.01,0.0,52.89,14.33,none,0
90.39,88.37,48.85,37.23,51.34,499.74,2.05,1879.96,141.95,57.73,30.44,cpu_saturation,1
68.7,62.56,26.03,31.57,36.75,141.5,1.88,640.19,41.79,34.62,7.09,none,0
76.67,93.14,50.71,48.15,42.32,605.73,2.77,1183.37,77.83,32.13,9.76,memory_exhaustion,1
72.19,79.52,63.4,33.62,57.97,249.09,1.05,963.58,30.08,47.83,3.66,none,0
49.6,28.7,43.35,24.37,50.18,115.98,0.87,828.88,23.94,42.8,5.04,none,0
71.03,98.37,69.03,33.64,38.83,501.46,6.95,1065.83,96.91,43.3,19.99,memory_exhaustion,1
58.95,99.7,49.77,56.67,47.46,695.29,1.7,1010.72,78.25,29.69,10.81,memory_exhaustion,1
96.94,61.05,67.99,5.45,61.48,617.84,4.86,1759.19,171.76,65.93,43.17,cpu_saturation,1
38.22,62.76,70.6,58.73,57.18,240.52,2.98,835.35,0.0,34.05,22.84,none,0
56.78,52.99,47.07,62.62,53.71,188.11,3.25,828.67,33.3,27.31,6.79,none,0
37.3,55.12,71.45,48.93,39.36,164.61,1.54,745.81,39.63,40.42,-1.58,none,0
15.39,29.48,63.59,18.88,82.7,155.3,0.53,846.08,32.43,40.06,-9.08,none,0
16.91,66.63,44.2,91.2,96.5,754.45,5.01,1200.6,115.04,21.08,-11.92,database_connection_exhaustion,1
38.34,31.32,55.14,79.12,46.28,1568.11,8.84,1466.18,174.96,32.35,41.76,api_availability_degradation,1
58.33,72.35,97.41,40.9,54.65,576.7,4.0,869.68,4.63,61.11,9.61,disk_exhaustion,1
74.6,97.27,68.78,50.31,36.53,606.7,2.78,1167.27,76.17,49.73,10.73,memory_exhaustion,1
87.9,67.11,41.32,72.64,42.8,489.81,3.89,1821.81,161.68,26.7,35.92,cpu_saturation,1
47.01,38.33,53.42,38.71,56.62,899.09,11.46,1504.91,279.37,53.13,56.51,api_availability_degradation,1
24.23,51.13,31.75,90.47,90.11,816.66,5.64,561.71,149.42,74.38,22.64,database_connection_exhaustion,1
40.47,51.99,98.59,43.85,43.8,477.1,5.67,1107.95,3.69,71.54,12.5,disk_exhaustion,1
74.89,42.93,24.59,40.75,25.46,866.88,9.6,1050.44,153.9,337.85,-3.0,network_degradation,1
34.62,54.15,45.44,37.43,14.12,162.4,1.57,1090.95,64.36,21.99,17.83,none,0
36.19,60.71,55.51,83.47,92.8,894.01,9.07,1190.65,142.63,31.72,8.68,database_connection_exhaustion,1
49.17,56.0,28.95,89.53,18.46,943.0,8.64,2157.52,143.87,65.75,28.25,api_availability_degradation,1
24.03,42.23,95.32,33.46,53.71,819.03,3.91,1012.4,31.34,48.41,13.6,disk_exhaustion,1
24.58,48.11,57.75,31.73,55.78,105.6,1.45,711.06,11.34,34.02,0.11,none,0
48.7,69.06,94.39,13.97,22.22,528.37,3.89,1089.95,0.92,21.89,-6.97,disk_exhaustion,1
42.66,49.26,52.73,24.42,51.95,995.4,6.48,804.63,135.43,487.2,9.7,network_degradation,1
43.8,50.43,59.38,100.0,94.17,996.05,8.19,1032.24,126.39,34.92,4.38,database_connection_exhaustion,1
23.69,36.0,49.2,30.39,32.5,1280.37,11.3,2033.94,103.81,59.2,40.21,api_availability_degradation,1
60.09,31.52,68.98,89.83,96.75,966.64,8.41,1194.18,143.54,53.8,-6.36,database_connection_exhaustion,1
52.48,36.17,75.84,45.06,52.67,133.27,2.2,1059.4,37.32,27.04,14.36,none,0
21.08,41.37,60.51,57.0,56.6,98.91,1.6,764.2,26.4,28.36,9.08,none,0
69.04,52.97,48.11,18.93,53.7,207.91,2.62,890.86,28.3,45.53,5.62,none,0
25.25,61.82,74.94,35.99,59.76,173.06,1.36,1043.37,47.07,31.39,3.32,none,0
21.58,60.83,38.28,48.81,55.12,694.77,9.52,855.04,114.02,408.77,29.13,network_degradation,1
74.13,48.99,64.64,43.08,33.34,104.46,1.84,1028.74,0.0,49.51,3.29,none,0
40.39,52.65,57.24,33.72,46.57,951.6,4.94,836.02,111.22,466.23,18.4,network_degradation,1
42.06,49.3,57.65,32.11,58.79,140.88,0.94,1169.3,43.1,44.61,20.05,none,0
52.47,40.58,75.57,52.0,60.67,221.35,2.01,915.94,10.95,36.6,0.95,none,0
56.4,45.97,71.85,45.62,33.59,180.3,1.08,1137.07,25.97,24.06,14.74,none,0
57.78,62.38,65.97,63.4,47.52,240.16,1.62,750.87,29.62,29.76,14.72,none,0
39.57,65.16,58.22,56.26,36.97,225.8,0.0,1097.52,46.1,40.12,3.17,none,0
60.63,47.75,42.13,90.31,88.63,640.89,7.55,1178.07,145.62,18.91,21.93,database_connection_exhaustion,1
44.87,42.07,35.58,67.14,51.7,109.47,1.37,1350.38,31.11,47.91,21.05,none,0
61.79,53.1,65.56,64.91,53.25,157.58,1.08,1172.29,4.23,22.68,15.71,none,0
48.95,60.44,78.33,21.28,13.58,102.82,0.67,882.85,78.88,12.75,-5.86,none,0
57.63,100.0,22.66,34.66,34.5,525.15,0.65,1574.8,124.78,38.72,5.58,memory_exhaustion,1
66.82,72.15,55.13,48.16,47.09,146.67,1.31,520.75,17.44,36.17,-12.45,none,0
30.96,58.74,45.71,39.59,36.11,154.78,1.26,848.62,59.81,24.69,3.22,none,0
52.14,61.35,59.41,41.95,37.67,790.19,8.55,1178.0,115.54,647.27,11.66,network_degradation,1
62.7,42.27,51.37,26.36,41.06,174.91,2.04,1104.46,7.22,16.53,11.5,none,0
35.4,59.76,53.09,55.38,46.92,157.74,1.05,999.72,34.18,26.91,12.17,none,0
89.12,61.18,68.85,40.69,54.42,896.12,7.32,1087.7,218.66,11.78,44.7,api_availability_degradation,1
67.52,87.52,49.26,47.66,49.07,341.18,3.1,1390.34,81.86,65.94,24.65,memory_exhaustion,1
50.48,40.7,47.2,88.75,93.76,944.56,5.03,905.15,101.62,52.42,11.94,database_connection_exhaustion,1
35.14,43.4,47.17,39.44,26.53,1222.75,11.83,1958.12,250.53,31.81,50.07,api_availability_degradation,1
49.24,54.9,49.84,30.05,56.55,242.52,1.06,931.78,30.34,56.48,5.68,none,0
54.57,46.55,94.53,28.48,73.9,427.26,3.22,1075.41,26.88,15.74,1.47,disk_exhaustion,1
29.5,49.24,40.64,51.53,43.88,970.3,7.87,1173.81,155.62,470.75,8.88,network_degradation,1
78.84,93.04,53.49,18.88,43.63,715.55,5.45,612.69,101.8,41.5,-6.24,memory_exhaustion,1
46.83,30.18,92.56,48.17,46.52,591.9,4.07,852.3,41.16,24.4,20.04,disk_exhaustion,1
22.43,48.52,21.85,66.71,45.87,208.0,1.92,497.44,14.3,25.87,-0.5,none,0
30.59,51.58,63.61,30.08,34.88,222.84,2.03,877.8,46.34,32.68,8.38,none,0
54.96,49.36,56.45,37.71,68.72,196.44,0.93,849.44,33.81,21.65,4.15,none,0
47.86,42.8,59.9,40.41,49.85,149.94,1.43,999.92,6.63,28.29,0.6,none,0
43.49,59.7,99.91,41.78,51.07,174.61,3.98,1006.06,5.15,38.83,-18.49,none,0
39.35,44.49,88.75,98.33,91.1,1015.8,6.25,1401.9,133.99,41.56,11.09,database_connection_exhaustion,1
53.58,58.15,64.78,43.76,44.08,194.48,0.0,821.48,16.21,56.23,6.03,none,0
38.92,56.61,32.31,63.87,20.62,211.23,0.0,777.58,17.8,59.96,16.13,none,0
75.27,42.46,67.85,37.08,63.49,131.4,1.42,642.36,21.48,44.57,-16.75,none,0
53.72,66.4,60.92,42.07,61.64,123.46,1.4,1016.65,16.01,39.96,1.62,none,0
37.97,68.47,60.44,38.28,44.31,116.4,1.94,1136.96,36.55,34.57,28.66,none,0
31.82,47.73,59.55,84.98,97.04,611.06,9.04,1012.53,150.02,46.9,-2.19,database_connection_exhaustion,1
94.27,65.94,55.23,30.63,55.52,536.63,6.07,1915.03,191.07,52.49,28.19,cpu_saturation,1
96.22,74.42,67.39,30.5,39.34,460.27,4.43,2176.31,170.67,26.48,52.23,cpu_saturation,1
45.18,56.56,58.31,41.33,39.73,154.83,2.33,934.27,42.96,35.98,-4.81,none,0
32.96,39.93,51.15,85.63,89.09,1156.0,8.81,971.84,111.35,29.34,1.16,database_connection_exhaustion,1
100.0,60.38,19.93,60.78,37.39,592.15,3.75,1816.23,103.73,72.75,37.03,cpu_saturation,1
100.0,50.09,52.07,43.02,49.8,623.79,6.39,1998.87,178.1,31.97,28.4,cpu_saturation,1
56.48,46.88,57.44,57.17,76.82,1229.19,12.49,1879.98,240.55,24.31,25.56,api_availability_degradation,1
42.22,44.7,41.71,63.62,50.44,43.97,0.8,947.03,12.15,59.57,2.84,none,0
92.47,46.01,70.04,44.86,36.9,133.4,2.29,1088.82,9.83,56.76,3.13,none,0
50.07,80.48,54.87,44.49,40.04,150.47,1.91,1146.43,30.6,48.85,2.82,none,0
57.55,49.83,48.78,27.58,49.1,149.58,0.26,523.96,40.0,36.16,12.29,none,0
22.89,16.34,56.7,34.66,51.5,222.51,1.15,659.18,18.22,45.45,23.46,none,0
27.42,38.02,50.85,34.07,38.89,205.28,0.56,1176.69,27.47,27.79,19.22,none,0
60.13,41.06,70.31,82.92,94.79,930.46,9.01,1316.96,155.82,25.01,27.22,database_connection_exhaustion,1
41.15,55.47,58.23,27.25,48.91,224.46,2.24,872.23,35.39,52.81,-6.26,none,0
24.64,29.06,43.77,14.84,41.77,144.84,0.99,1230.83,36.72,42.95,5.65,none,0
47.55,38.04,32.57,38.0,16.39,1035.61,11.44,1879.87,213.22,49.03,37.92,api_availability_degradation,1
99.62,68.32,72.07,68.83,46.69,794.41,6.16,1725.05,75.44,45.56,36.34,cpu_saturation,1
28.13,73.74,70.26,49.37,29.68,210.66,1.46,669.09,29.82,32.98,2.73,none,0
82.17,42.18,50.9,56.92,57.18,191.7,2.71,682.08,35.01,31.06,-5.43,none,0
35.49,44.44,58.9,29.01,74.61,180.97,1.26,959.47,44.67,25.28,-8.79,none,0
56.93,51.21,39.33,92.27,98.54,997.03,8.24,890.7,101.63,57.48,1.5,database_connection_exhaustion,1
62.33,50.95,62.11,60.45,51.62,182.39,1.14,866.4,27.14,53.84,-15.86,none,0
94.17,94.86,34.97,28.36,33.16,698.04,7.62,850.68,186.3,60.29,0.56,memory_exhaustion,1
65.73,78.05,39.03,63.83,53.23,1248.0,13.56,1336.21,160.81,24.91,54.74,api_availability_degradation,1
27.99,45.13,47.63,46.68,45.97,168.29,1.39,803.53,37.98,13.78,23.61,none,0
55.39,83.8,56.63,39.49,48.67,201.0,1.47,812.42,25.65,39.75,4.18,none,0
95.33,68.71,72.28,55.26,87.84,694.74,1.85,2376.96,136.75,25.32,29.54,cpu_saturation,1
91.44,65.34,52.0,59.27,28.82,589.81,9.43,1665.75,221.2,54.27,32.34,cpu_saturation,1
55.49,51.8,43.62,37.69,58.79,53.57,1.39,643.8,43.78,14.82,-11.24,none,0
38.15,55.41,49.46,14.68,0.0,132.92,3.4,602.46,63.37,34.31,-1.45,none,0
50.71,45.17,42.8,91.34,91.27,748.16,5.35,1290.89,139.73,16.06,11.46,database_connection_exhaustion,1
65.21,51.25,42.41,32.02,35.22,148.88,1.12,872.79,13.71,19.39,12.99,none,0
44.46,67.79,18.85,94.55,90.14,888.73,9.7,1432.39,117.89,43.92,-4.3,database_connection_exhaustion,1
16.94,57.62,73.92,27.25,42.26,1297.33,14.21,1766.6,285.29,32.07,23.26,api_availability_degradation,1
54.11,60.24,46.97,59.54,29.61,119.41,0.48,921.07,35.82,34.38,14.4,none,0
82.56,65.11,96.5,54.71,88.15,627.92,5.53,947.13,16.63,30.52,2.79,disk_exhaustion,1
79.88,30.03,58.79,62.48,36.68,420.28,5.54,1431.16,95.42,533.46,10.46,network_degradation,1
62.89,94.29,56.31,48.27,58.82,463.79,4.23,1162.87,104.25,51.49,-13.5,memory_exhaustion,1
52.73,47.74,61.85,73.6,28.76,121.89,2.21,1004.8,55.0,38.04,-2.14,none,0
61.11,57.56,32.5,38.7,49.34,146.34,2.14,475.04,23.92,12.97,10.82,none,0
40.12,38.31,55.06,89.12,91.28,661.83,8.22,1166.52,82.39,56.66,3.25,database_connection_exhaustion,1
44.75,15.58,49.05,40.54,53.11,192.38,0.86,1255.76,8.76,39.84,13.78,none,0
30.59,41.25,70.56,90.55,95.21,1151.77,5.01,768.36,181.23,41.97,13.17,database_connection_exhaustion,1
62.85,33.55,45.2,37.68,54.26,92.2,3.15,1101.02,14.02,31.04,12.82,none,0
20.62,79.25,24.56,22.49,58.29,146.51,1.61,1021.04,9.0,31.49,9.61,none,0
31.73,64.08,53.68,46.64,27.94,1183.23,6.56,720.32,151.42,546.57,5.56,network_degradation,1
17.12,56.86,95.32,18.75,65.8,701.68,3.72,950.25,32.06,33.66,-0.94,disk_exhaustion,1
47.73,42.33,42.15,44.25,63.1,128.42,1.48,1145.65,13.98,23.67,-5.45,none,0
93.85,92.9,41.28,48.87,42.75,457.35,6.67,903.66,74.27,49.81,2.73,memory_exhaustion,1
53.91,51.58,70.2,53.58,34.92,146.71,1.94,1428.33,8.61,60.02,13.37,none,0
69.24,89.06,66.83,72.06,56.02,535.18,6.36,953.6,85.08,37.2,4.39,memory_exhaustion,1
54.71,48.83,65.81,36.83,71.99,1168.53,3.19,1381.31,142.08,25.82,55.03,api_availability_degradation,1
51.83,43.17,70.82,86.71,95.18,1015.02,7.75,1144.69,140.09,45.46,6.34,database_connection_exhaustion,1
40.91,24.87,75.52,18.01,22.73,112.98,1.81,1259.92,40.94,20.88,1.0,none,0
58.2,60.92,28.31,92.7,93.22,667.32,4.74,1009.78,96.22,49.59,18.28,database_connection_exhaustion,1
31.77,35.26,75.81,44.04,39.27,1092.9,10.35,2057.5,174.89,20.63,44.98,api_availability_degradation,1
27.21,28.77,75.55,100.0,93.21,590.29,8.3,781.53,105.49,41.23,-5.96,database_connection_exhaustion,1
22.39,30.64,69.84,96.2,98.99,848.22,7.39,890.84,142.41,38.02,-2.76,database_connection_exhaustion,1
60.43,36.78,67.58,45.1,94.14,123.01,2.28,701.2,31.94,28.3,28.23,none,0
36.95,38.88,63.78,50.5,53.65,119.25,0.45,812.92,4.22,43.95,-0.1,none,0
45.64,70.38,62.75,34.99,47.73,145.64,1.27,1158.27,32.42,39.16,19.35,none,0
34.28,39.28,61.13,47.99,44.57,94.5,1.13,1173.09,32.76,1.0,-9.79,none,0
79.97,94.63,47.01,53.55,40.94,652.72,7.21,1092.52,94.29,29.53,2.67,memory_exhaustion,1
49.38,48.94,99.71,47.7,32.84,460.62,3.06,888.21,40.44,45.08,15.0,disk_exhaustion,1
35.23,44.52,40.32,20.91,43.66,234.39,2.21,926.05,45.02,32.4,-6.49,none,0
62.7,76.79,21.75,49.12,69.27,181.0,1.53,1022.74,34.84,43.17,29.28,none,0
48.24,49.31,61.97,19.71,44.69,179.38,1.66,707.12,21.8,47.31,2.95,none,0
58.27,47.37,45.34,88.78,96.59,1026.24,6.87,1087.56,160.58,45.03,17.34,database_connection_exhaustion,1
40.56,65.64,94.2,39.36,35.35,515.22,2.7,1289.31,50.56,19.12,-4.08,disk_exhaustion,1
20.95,48.64,69.74,64.49,64.87,120.4,0.0,940.1,5.93,33.74,10.38,none,0
64.91,77.33,100.0,25.49,78.38,182.97,1.3,880.59,22.0,24.97,2.33,none,0
94.7,66.95,68.07,43.13,38.58,638.85,2.32,1664.77,209.04,46.23,50.46,cpu_saturation,1
78.81,94.54,50.12,48.42,60.32,638.92,3.54,787.1,85.96,24.26,16.92,memory_exhaustion,1
45.19,51.53,68.6,65.38,59.24,717.21,9.38,1155.32,111.0,563.75,-1.64,network_degradation,1
44.8,72.03,42.35,89.12,95.83,737.35,5.4,379.87,95.41,50.36,-2.54,database_connection_exhaustion,1
27.89,39.63,69.17,56.47,25.39,203.02,2.69,1101.86,27.53,23.82,25.0,none,0
40.22,25.22,72.48,35.63,15.54,120.48,2.02,1064.44,31.17,49.73,7.93,none,0
60.37,41.0,71.27,40.2,50.03,138.73,2.93,674.78,38.39,45.3,7.03,none,0
27.41,53.54,39.0,75.86,51.74,199.75,0.68,1216.16,57.56,44.55,13.35,none,0
36.09,52.06,69.81,38.52,64.53,851.62,4.69,1076.69,79.84,452.81,9.54,network_degradation,1
27.67,46.94,50.89,52.0,29.12,262.24,1.45,1108.07,61.61,34.83,-8.19,none,0
75.03,42.85,43.86,47.26,51.2,242.56,1.34,1143.06,24.61,46.13,8.42,none,0
75.84,69.1,39.26,42.46,31.67,942.91,9.09,1324.41,173.67,601.6,-11.44,network_degradation,1
35.76,48.37,92.28,93.9,90.94,847.8,9.07,794.94,133.46,41.24,0.99,database_connection_exhaustion,1
54.94,42.39,52.8,55.13,49.87,611.78,8.48,703.73,154.35,471.82,4.49,network_degradation,1
36.4,53.58,66.58,20.38,49.73,150.85,0.92,1194.87,58.97,25.3,13.29,none,0
100.0,61.26,22.51,40.56,39.48,673.82,4.41,1680.8,222.87,24.16,49.41,cpu_saturation,1
25.06,59.57,21.85,23.1,53.51,103.96,1.15,788.13,32.11,68.75,-14.76,none,0
46.25,40.72,59.82,94.93,99.17,1051.64,8.78,1164.67,99.56,41.89,17.26,database_connection_exhaustion,1
47.25,29.14,47.58,46.87,51.42,184.24,1.83,984.33,9.39,37.98,4.91,none,0
69.94,69.28,52.52,50.27,56.94,209.2,3.18,1393.65,36.05,36.55,16.17,none,0
43.63,22.99,39.28,70.67,50.44,143.16,0.98,1038.54,23.21,51.64,-2.71,none,0
21.09,42.67,46.41,37.96,60.72,1021.44,15.62,1791.06,183.75,32.37,37.04,api_availability_degradation,1
55.94,66.85,73.08,41.73,64.45,98.59,1.05,1160.56,56.88,29.57,0.33,none,0
72.23,40.3,53.8,61.19,31.8,184.97,2.77,428.83,43.38,71.15,8.8,none,0
43.75,30.67,78.63,38.86,59.3,210.45,1.26,851.95,38.89,66.08,10.13,none,0
36.29,61.49,59.86,30.43,62.14,136.89,1.82,668.56,34.09,28.53,1.96,none,0
32.92,55.93,45.28,48.67,48.72,178.11,0.99,801.49,26.7,55.03,-1.12,none,0
40.22,41.43,64.32,34.14,30.37,435.74,9.66,874.85,119.27,484.92,-9.78,network_degradation,1
68.25,47.66,39.2,79.48,22.82,1512.6,8.48,1782.84,152.71,36.94,44.94,api_availability_degradation,1
51.39,51.53,35.51,35.52,48.98,1011.08,12.11,1657.1,233.31,28.85,29.59,api_availability_degradation,1
39.86,46.67,54.97,35.36,43.93,169.5,2.69,983.55,44.86,50.9,7.57,none,0
40.94,62.55,46.83,57.51,35.04,158.66,2.38,1130.03,19.01,35.88,-5.16,none,0
61.6,57.71,95.71,55.17,29.15,222.43,2.69,843.28,40.51,12.9,12.29,disk_exhaustion,1
41.88,56.82,77.01,55.62,70.92,137.04,0.75,1122.3,54.14,42.84,-8.44,none,0
49.68,55.39,52.3,37.29,32.6,132.11,1.5,1072.07,15.35,48.71,-4.93,none,0
95.16,63.96,78.66,30.44,58.68,846.17,1.52,1725.05,137.86,58.95,24.61,cpu_saturation,1
86.48,92.51,56.58,20.27,42.63,735.2,3.75,1093.29,130.15,67.48,21.75,memory_exhaustion,1
50.05,65.61,61.77,97.4,94.55,1012.07,6.71,305.63,144.82,42.08,-6.52,database_connection_exhaustion,1
40.43,59.65,97.5,75.16,40.93,471.89,2.97,1121.95,34.48,24.71,13.12,disk_exhaustion,1
55.97,74.15,41.69,40.25,9.85,169.88,0.02,779.9,29.02,28.2,11.07,none,0
41.34,42.44,31.72,100.0,90.13,857.7,8.13,834.52,157.23,28.02,-2.66,database_connection_exhaustion,1
52.26,65.97,35.93,34.16,53.27,839.53,6.6,791.85,122.2,357.59,1.62,network_degradation,1
32.6,60.94,37.62,34.37,56.92,181.97,1.77,969.3,32.0,27.88,-8.58,none,0
52.76,48.82,69.65,58.68,44.27,184.82,1.72,1073.62,20.6,63.36,-5.39,none,0
53.1,57.73,80.84,10.56,54.44,153.66,2.56,692.5,41.02,29.55,-5.82,none,0
51.33,60.21,35.37,60.39,44.34,171.8,0.76,1099.03,47.14,32.8,3.04,none,0
20.74,63.79,38.27,64.15,68.94,105.92,1.97,946.16,33.85,17.61,-6.19,none,0
29.36,38.8,54.77,35.69,45.18,806.36,7.05,1698.48,117.21,24.27,44.32,api_availability_degradation,1
58.11,49.52,30.89,27.2,42.75,1109.14,10.65,1975.74,166.41,51.03,31.05,api_availability_degradation,1
38.88,52.43,94.48,49.68,43.11,587.82,1.93,1338.23,9.54,39.23,-0.32,disk_exhaustion,1
34.73,56.54,47.65,32.41,45.85,1127.25,9.82,1984.57,234.79,57.4,44.43,api_availability_degradation,1
95.32,60.65,55.22,44.44,51.76,572.35,6.97,1836.69,275.03,33.4,27.1,cpu_saturation,1
39.86,62.82,28.38,9.24,33.82,83.96,2.19,847.27,6.79,34.81,12.41,none,0
33.92,56.55,40.25,91.38,84.23,1013.82,5.02,1014.77,117.79,59.97,3.75,database_connection_exhaustion,1
42.29,61.23,94.4,42.32,66.59,534.12,2.55,1135.44,23.59,32.54,-3.81,disk_exhaustion,1
36.27,57.41,50.31,60.87,28.7,47.4,1.6,1340.53,27.27,44.28,-5.18,none,0
43.06,54.14,40.55,32.58,41.78,116.07,2.19,917.3,32.81,58.16,11.36,none,0
26.63,52.86,30.9,31.01,43.77,153.62,1.68,1003.24,63.47,31.17,-4.62,none,0
72.04,59.51,69.03,39.44,42.29,171.73,1.73,848.87,40.89,77.68,11.68,none,0
52.04,63.2,60.18,52.16,34.88,115.87,1.9,1247.84,44.08,57.04,-10.29,none,0
71.63,94.7,59.46,45.35,54.74,604.15,4.68,1111.1,80.87,39.46,3.18,memory_exhaustion,1
52.03,63.17,75.94,50.75,57.94,126.73,1.6,1053.45,40.1,21.38,-1.61,none,0
